source_dataset,process,stickout,source_run,rpm,doc,window,sample_id,label,original_image_split,npz_path,image_path,split
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,6,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0006,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0006.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0006_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,7,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0007,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0007.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0007_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,8,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0008,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0008.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0008_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,9,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0009,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0009.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0009_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,10,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0010,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0010.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0010_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,11,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0011,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0011.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0011_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,12,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0012,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0012.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0012_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,13,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0013,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0013.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0013_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,14,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0014,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0014.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0014_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,15,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0015,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0015.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0015_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,16,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0016,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0016.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0016_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,17,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0017,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0017.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0017_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,18,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0018,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0018.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0018_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,19,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0019,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0019.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0019_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,20,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0020,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0020.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0020_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,21,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0021,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0021.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0021_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,22,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0022,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0022.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0022_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,23,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0023,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0023.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0023_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,0,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0000,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0000.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0000_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,1,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0001,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0001.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0001_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,2,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0002,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0002.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0002_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,3,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0003,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0003.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0003_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,4,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0004,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0004.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0004_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,5,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0005,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0005.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0005_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,6,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0006,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0006.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0006_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,7,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0007,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0007.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0007_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,8,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0008,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0008.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0008_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,9,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0009,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0009.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0009_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,10,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0010,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0010.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0010_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,11,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0011,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0011.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0011_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,12,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0012,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0012.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0012_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,13,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0013,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0013.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0013_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,14,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0014,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0014.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0014_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,15,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0015,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0015.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0015_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,16,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0016,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0016.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0016_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,17,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0017,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0017.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0017_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,18,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0018,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0018.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0018_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,19,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0019,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0019.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0019_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,20,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0020,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0020.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0020_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,21,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0021,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0021.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0021_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,22,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0022,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0022.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0022_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p010,320.0,0p010,23,2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0023,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p010/F_08-Jun-2017_rpm320_doc0p010_window_0023.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p010_window_0023_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p015,320.0,0p015,0,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0000,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p015/F_08-Jun-2017_rpm320_doc0p015_window_0000.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0000_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p015,320.0,0p015,1,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0001,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p015/F_08-Jun-2017_rpm320_doc0p015_window_0001.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0001_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p015,320.0,0p015,2,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0002,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p015/F_08-Jun-2017_rpm320_doc0p015_window_0002.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0002_no_chatter.png,train
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p015,320.0,0p015,3,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0003,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p015/F_08-Jun-2017_rpm320_doc0p015_window_0003.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0003_no_chatter.png,validation
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p015,320.0,0p015,4,2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0004,no_chatter,train,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p015/F_08-Jun-2017_rpm320_doc0p015_window_0004.npz",data/02_spectrograms_150x100px_dataset/train/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p015_window_0004_no_chatter.png,train
