dataset,method,sample_id,split,label,target,score_value
broach_dataset,one_class_svm_image_features,9jsnch1w,validation,normal,0,-3.4122756474549565
broach_dataset,one_class_svm_image_features,vq4rkp3w,validation,normal,0,-2.025998908319833
broach_dataset,one_class_svm_image_features,b8ff5bv2,validation,normal,0,-2.9338229164903584
broach_dataset,one_class_svm_image_features,h959kw97,validation,normal,0,1.988419177023511
broach_dataset,one_class_svm_image_features,1trv62sb,validation,normal,0,-1.675240390804964
broach_dataset,one_class_svm_image_features,m9gtqe2y,validation,normal,0,-2.325775867272247
broach_dataset,one_class_svm_image_features,klldu5ch,validation,normal,0,0.7202458644470209
broach_dataset,one_class_svm_image_features,l9hmstng,validation,normal,0,3.4191310066019245
broach_dataset,one_class_svm_image_features,qf5lnjih,validation,normal,0,0.08348384008627718
broach_dataset,one_class_svm_image_features,mhy3qdjv,validation,normal,0,0.6638261572749276
broach_dataset,one_class_svm_image_features,doay1m60,validation,normal,0,4.288318686277927
broach_dataset,one_class_svm_image_features,ty257wuq,validation,anomaly,1,15.611757694846828
broach_dataset,one_class_svm_image_features,qjeodnuh,validation,normal,0,-0.7898054161949855
broach_dataset,one_class_svm_image_features,f1xkzv72,validation,normal,0,-0.21177527485220438
broach_dataset,one_class_svm_image_features,k3ny9v20,validation,normal,0,-1.754047781195931
broach_dataset,one_class_svm_image_features,lo0q18oo,validation,normal,0,-4.439318826206469
broach_dataset,one_class_svm_image_features,6erkauwb,validation,normal,0,-4.082644271244435
broach_dataset,one_class_svm_image_features,8lqbqeu2,validation,normal,0,-2.3157802260477514
broach_dataset,one_class_svm_image_features,ahl75o7w,validation,normal,0,-2.7872321844697527
broach_dataset,one_class_svm_image_features,udar5b5n,validation,normal,0,-1.6364445473785505
broach_dataset,one_class_svm_image_features,lj0o7wxi,validation,normal,0,15.183451118433242
broach_dataset,one_class_svm_image_features,dp5pe1yf,validation,normal,0,-1.3059955638707645
broach_dataset,one_class_svm_image_features,mcvmobmh,validation,normal,0,0.860133462970051
broach_dataset,one_class_svm_image_features,ixxy8f3r,validation,normal,0,15.037182493251459
broach_dataset,one_class_svm_image_features,e2mhopqh,validation,normal,0,2.4980273305007064
broach_dataset,one_class_svm_image_features,v501evgv,validation,normal,0,-1.5677888700896947
broach_dataset,one_class_svm_image_features,jsvbpg5u,validation,normal,0,-2.4332464631733632
broach_dataset,one_class_svm_image_features,4rb4asfr,validation,normal,0,-3.7138267363168413
broach_dataset,one_class_svm_image_features,9w9jvi8f,validation,normal,0,-4.248528690540484
broach_dataset,one_class_svm_image_features,0jq84q8x,validation,normal,0,-1.3052737858655856
broach_dataset,one_class_svm_image_features,3ernyqh5,validation,normal,0,-4.701305374924507
broach_dataset,one_class_svm_image_features,0d1bnyg4,validation,normal,0,-2.3651587113706025
broach_dataset,one_class_svm_image_features,m7u4akun,validation,normal,0,-2.7456168969505175
broach_dataset,one_class_svm_image_features,44e2pb9u,validation,normal,0,14.269056509567877
broach_dataset,one_class_svm_image_features,2rup7fah,validation,normal,0,-2.2765494087627633
broach_dataset,one_class_svm_image_features,3et55m37,validation,normal,0,-3.2886942280136235
broach_dataset,one_class_svm_image_features,n63b056d,validation,normal,0,-3.2289380977221445
broach_dataset,one_class_svm_image_features,e3meyamw,validation,normal,0,-2.5209655097905905
broach_dataset,one_class_svm_image_features,bksszvvr,validation,normal,0,-4.9387897498508675
broach_dataset,one_class_svm_image_features,2ovaal7y,validation,normal,0,-0.4133666378507872
broach_dataset,one_class_svm_image_features,xtbimlkw,validation,normal,0,-2.937294599849137
broach_dataset,one_class_svm_image_features,4qd102kk,validation,normal,0,-4.024345668574258
broach_dataset,one_class_svm_image_features,lw0vs52s,validation,normal,0,-2.2113254057191742
broach_dataset,one_class_svm_image_features,3h7t6udo,validation,normal,0,-1.9131886899396893
broach_dataset,one_class_svm_image_features,pvzyhykl,validation,normal,0,-4.041740887793429
broach_dataset,one_class_svm_image_features,xvhagkc4,validation,normal,0,-3.6385311370559155
broach_dataset,one_class_svm_image_features,yr9vnidr,validation,normal,0,1.129530069082655
broach_dataset,one_class_svm_image_features,7dtjxj7u,validation,normal,0,-1.4008936213173637
broach_dataset,one_class_svm_image_features,vvun5fek,validation,normal,0,-2.90495674544651
broach_dataset,one_class_svm_image_features,3t9lp2e2,validation,normal,0,-3.336878349083774
broach_dataset,one_class_svm_image_features,q5r4fv1n,validation,normal,0,-2.7508865319170734
broach_dataset,one_class_svm_image_features,zg1fnpxr,validation,normal,0,-4.5390543257680545
broach_dataset,one_class_svm_image_features,yz7yswki,validation,normal,0,-5.829015347425729
broach_dataset,one_class_svm_image_features,ag991kgn,validation,normal,0,14.188469200071964
broach_dataset,one_class_svm_image_features,9rvpcfpo,validation,normal,0,-1.7792254276953425
broach_dataset,one_class_svm_image_features,9llktssq,validation,normal,0,5.95503424890258
broach_dataset,one_class_svm_image_features,jbwokmmv,validation,normal,0,-3.0049199072411366
broach_dataset,one_class_svm_image_features,de74v6ao,validation,normal,0,8.90508920665221
broach_dataset,one_class_svm_image_features,1im3l0te,validation,normal,0,-1.8373126790786838
broach_dataset,one_class_svm_image_features,j9w2f3f9,validation,normal,0,3.2232098989113034
broach_dataset,one_class_svm_image_features,rbqdgm9d,validation,normal,0,-5.268588223483993
broach_dataset,one_class_svm_image_features,djcnr64h,validation,normal,0,-0.7631484918210507
broach_dataset,one_class_svm_image_features,cq7g4asm,validation,normal,0,-3.173198435332866
broach_dataset,one_class_svm_image_features,tyabwokh,validation,normal,0,-3.4740436563389228
broach_dataset,one_class_svm_image_features,cajvrb0s,validation,normal,0,-0.7426881042874296
broach_dataset,one_class_svm_image_features,bwm6g5xt,validation,normal,0,-4.423290693679393
broach_dataset,one_class_svm_image_features,m2id2mxm,validation,normal,0,-5.095735692835296
broach_dataset,one_class_svm_image_features,c3flzq9s,validation,normal,0,-3.9569996261372022
broach_dataset,one_class_svm_image_features,5sfhtt0r,validation,normal,0,-3.5033550870950148
broach_dataset,one_class_svm_image_features,md3bpeqp,validation,normal,0,-4.353798658899388
broach_dataset,one_class_svm_image_features,ybobpy1r,validation,normal,0,0.5509316403256044
broach_dataset,one_class_svm_image_features,zhi35srf,validation,normal,0,-3.6477465017692605
broach_dataset,one_class_svm_image_features,yxzqo683,validation,normal,0,-3.3030167980913294
broach_dataset,one_class_svm_image_features,qizvli65,validation,normal,0,-3.04266225578475
broach_dataset,one_class_svm_image_features,6oqnfc3y,validation,normal,0,-0.8831825858589095
broach_dataset,one_class_svm_image_features,xed6awj4,validation,normal,0,-3.0704837808104433
broach_dataset,one_class_svm_image_features,lrlwp47l,validation,normal,0,-3.42779781999379
broach_dataset,one_class_svm_image_features,ekntbz3m,validation,normal,0,-0.9904423972372687
broach_dataset,one_class_svm_image_features,1vrkf4ht,validation,normal,0,8.540911912242988
broach_dataset,one_class_svm_image_features,s224eqkq,validation,normal,0,-2.8400396113035224
broach_dataset,one_class_svm_image_features,wfs4ebma,validation,normal,0,14.262088827735433
broach_dataset,one_class_svm_image_features,cjxfxvv9,validation,normal,0,-4.805052592109034
broach_dataset,one_class_svm_image_features,1b7b1r65,validation,normal,0,-3.0275900392081763
broach_dataset,one_class_svm_image_features,3kc98d6q,validation,normal,0,1.1463124870544288
broach_dataset,one_class_svm_image_features,frodq4ak,validation,normal,0,0.8476404554233969
broach_dataset,one_class_svm_image_features,89oo0x6i,validation,normal,0,-3.1093979004866537
broach_dataset,one_class_svm_image_features,mwesr90i,validation,normal,0,-2.765831132800594
broach_dataset,one_class_svm_image_features,orrbqspm,validation,normal,0,-4.836057276867189
broach_dataset,one_class_svm_image_features,fjx1x19r,validation,normal,0,-1.597238630596019
broach_dataset,one_class_svm_image_features,t5lkwfpg,validation,normal,0,-4.773293629440738
broach_dataset,one_class_svm_image_features,zykofd5h,validation,normal,0,-2.6454377139536955
broach_dataset,one_class_svm_image_features,5nidd9n3,validation,normal,0,-0.18429232016483965
broach_dataset,one_class_svm_image_features,xfordpuo,validation,normal,0,-0.6762873359600601
broach_dataset,one_class_svm_image_features,5y3k0s2d,validation,normal,0,0.1732631168137786
broach_dataset,one_class_svm_image_features,fyywz3x1,validation,normal,0,-1.7364256684798622
broach_dataset,one_class_svm_image_features,o50pn431,validation,normal,0,1.521028735075662
broach_dataset,one_class_svm_image_features,1jquwjfy,validation,normal,0,-4.8241250686124975
broach_dataset,one_class_svm_image_features,lkivofvy,validation,normal,0,0.39309479183297746
broach_dataset,one_class_svm_image_features,0pjjhb0n,validation,normal,0,-3.7880683782652813
broach_dataset,one_class_svm_image_features,mkdweooe,validation,normal,0,-4.289668213569643
broach_dataset,one_class_svm_image_features,ehw2i1xd,validation,normal,0,1.1561420420816884
broach_dataset,one_class_svm_image_features,5z66e5ci,validation,normal,0,-3.532682893387582
broach_dataset,one_class_svm_image_features,7i0yi8sg,validation,normal,0,0.2828677030572866
broach_dataset,one_class_svm_image_features,hoqo4msw,validation,normal,0,13.82967298642539
broach_dataset,one_class_svm_image_features,ckonrhhk,validation,normal,0,-0.0008729320635669779
broach_dataset,one_class_svm_image_features,dp9zo9fi,validation,normal,0,-1.6905711517721738
broach_dataset,one_class_svm_image_features,s7hay14z,validation,normal,0,-3.824753948633143
broach_dataset,one_class_svm_image_features,qzl51q9b,validation,normal,0,-0.05500853262266858
broach_dataset,one_class_svm_image_features,oct3sh0x,validation,normal,0,15.588637903036625
broach_dataset,one_class_svm_image_features,zh0qa1ls,validation,anomaly,1,15.604204228523226
broach_dataset,one_class_svm_image_features,urr4wjlh,validation,normal,0,-2.261575585877109
broach_dataset,one_class_svm_image_features,i6wgl8i9,validation,normal,0,-2.0490245715026827
broach_dataset,one_class_svm_image_features,n8vgx1xy,validation,normal,0,-4.10190440517105
broach_dataset,one_class_svm_image_features,2mr1lolz,validation,normal,0,-3.9542482179831264
broach_dataset,one_class_svm_image_features,8dh0hx6z,validation,normal,0,-2.5964242049261532
broach_dataset,one_class_svm_image_features,5482q78e,validation,normal,0,-2.3803476874105183
broach_dataset,one_class_svm_image_features,0twb0vaj,validation,normal,0,-4.678233112062701
broach_dataset,one_class_svm_image_features,kcj0ffeg,validation,normal,0,-0.3949191767118325
broach_dataset,one_class_svm_image_features,hc8cah3g,validation,normal,0,-4.6690042452447305
broach_dataset,one_class_svm_image_features,ac9wkfxv,validation,normal,0,-2.7581960138326185
broach_dataset,one_class_svm_image_features,zghuafrx,validation,normal,0,-2.2287254957128635
broach_dataset,one_class_svm_image_features,ktp6yd6i,validation,normal,0,-2.970348516566988
broach_dataset,one_class_svm_image_features,g72161gf,validation,normal,0,-3.6007267373629137
broach_dataset,one_class_svm_image_features,61dr551b,validation,normal,0,-1.7909611013732611
broach_dataset,one_class_svm_image_features,y94u1i6x,validation,normal,0,-2.7431806133362695
broach_dataset,one_class_svm_image_features,ksto5zsr,validation,normal,0,-2.800900546938321
broach_dataset,one_class_svm_image_features,ruw0u92t,validation,normal,0,4.56952205427533
broach_dataset,one_class_svm_image_features,rwm261l0,validation,normal,0,14.124362497536579
broach_dataset,one_class_svm_image_features,nhcex947,validation,normal,0,-4.440897592929391
broach_dataset,one_class_svm_image_features,ew03x21o,validation,normal,0,-3.0404678462127794
broach_dataset,one_class_svm_image_features,fpkp555n,validation,normal,0,-2.980759038085699
broach_dataset,one_class_svm_image_features,y1iuafyf,validation,normal,0,-2.755723195384265
broach_dataset,one_class_svm_image_features,w5hfa2qb,validation,normal,0,-2.259064775851906
broach_dataset,one_class_svm_image_features,n239sxm5,validation,normal,0,-3.3174693984604975
broach_dataset,one_class_svm_image_features,10g567aq,validation,normal,0,-4.482395577287017
broach_dataset,one_class_svm_image_features,dxwtfz4m,validation,normal,0,-0.2931810160387851
broach_dataset,one_class_svm_image_features,147mq9w1,validation,normal,0,14.080997315052306
broach_dataset,one_class_svm_image_features,jgifxc5e,validation,normal,0,-2.403282788865196
broach_dataset,one_class_svm_image_features,jwtektsg,validation,normal,0,-3.38582280439193
broach_dataset,one_class_svm_image_features,m0ah987n,validation,normal,0,1.9867316172421248
broach_dataset,one_class_svm_image_features,zv4hks5u,validation,normal,0,-2.1714928865566048
broach_dataset,one_class_svm_image_features,vr2bkqg7,validation,normal,0,-3.1586629329070792
broach_dataset,one_class_svm_image_features,f2k3rgnb,validation,normal,0,-2.7869879235271444
broach_dataset,one_class_svm_image_features,9xka4lit,validation,normal,0,-2.076928801289183
broach_dataset,one_class_svm_image_features,74w0usp5,validation,normal,0,-2.674416997471253
broach_dataset,one_class_svm_image_features,9112dfim,validation,normal,0,-3.377922563646832
broach_dataset,one_class_svm_image_features,cz3pnbai,validation,normal,0,-3.203143679402464
broach_dataset,one_class_svm_image_features,p66e7n3x,validation,normal,0,-1.7126640140950524
broach_dataset,one_class_svm_image_features,rec8tuuz,validation,normal,0,-1.662964073764856
broach_dataset,one_class_svm_image_features,z09aby5f,validation,normal,0,-3.0520800177622593
broach_dataset,one_class_svm_image_features,6lmhixf4,validation,normal,0,-1.65308488740048
broach_dataset,one_class_svm_image_features,r2bkf59v,validation,normal,0,-1.7151575211048335
broach_dataset,one_class_svm_image_features,k3apdgav,validation,normal,0,-4.419069164574845
broach_dataset,one_class_svm_image_features,ef3knz73,validation,normal,0,-3.445960169877784
broach_dataset,one_class_svm_image_features,yo739qak,validation,normal,0,-2.246973381699531
broach_dataset,one_class_svm_image_features,tifyzq7c,validation,normal,0,-3.5085458272267527
broach_dataset,one_class_svm_image_features,3wi0dwcg,validation,normal,0,-3.5390201535888313
broach_dataset,one_class_svm_image_features,axdkysf7,validation,normal,0,-2.4511482489429586
broach_dataset,one_class_svm_image_features,9xs2s1sp,validation,normal,0,4.0489942949398205
broach_dataset,one_class_svm_image_features,36l79nyp,validation,normal,0,-3.9189979672370736
broach_dataset,one_class_svm_image_features,ic2icod3,validation,normal,0,-3.9657248312148834
broach_dataset,one_class_svm_image_features,4ye4p0yd,validation,normal,0,-2.706080481271856
broach_dataset,one_class_svm_image_features,y8u40qcu,validation,normal,0,-4.359727172672118
broach_dataset,one_class_svm_image_features,x0wl0dvs,validation,normal,0,-0.5653025353335739
broach_dataset,one_class_svm_image_features,4tvwa317,validation,normal,0,-1.4721215926217415
broach_dataset,one_class_svm_image_features,it3awpqs,validation,normal,0,1.257546669027887
broach_dataset,one_class_svm_image_features,a7tz0ync,validation,normal,0,-2.132456177093962
broach_dataset,one_class_svm_image_features,i3pj7k99,validation,normal,0,-0.024438283880414247
broach_dataset,one_class_svm_image_features,f3325e0d,validation,normal,0,-0.4570908782479197
broach_dataset,one_class_svm_image_features,kasjoph3,validation,normal,0,-2.4305417961866045
broach_dataset,one_class_svm_image_features,b4g906ze,validation,normal,0,-0.7885975078016845
broach_dataset,one_class_svm_image_features,oxtp2nff,validation,normal,0,1.2986086652090112
broach_dataset,one_class_svm_image_features,p0zryyb4,validation,normal,0,-3.9873276822487984
broach_dataset,one_class_svm_image_features,08fmld08,validation,normal,0,1.9787957016412197
broach_dataset,one_class_svm_image_features,ilh4ebcd,validation,normal,0,1.823011451348222
broach_dataset,one_class_svm_image_features,h1y3zg0x,validation,normal,0,-4.308919116115716
broach_dataset,one_class_svm_image_features,ibfetihg,validation,normal,0,0.3387926785441717
broach_dataset,one_class_svm_image_features,94u2ut0p,validation,normal,0,-3.1673576097886933
broach_dataset,one_class_svm_image_features,wxoi3x5n,validation,normal,0,-1.4464340896112073
broach_dataset,one_class_svm_image_features,cydctq1l,validation,normal,0,1.0940902049357195
broach_dataset,one_class_svm_image_features,w6hqlpqt,validation,normal,0,-1.7896005092619358
broach_dataset,one_class_svm_image_features,zofmdpej,validation,normal,0,1.1590551767026263
broach_dataset,one_class_svm_image_features,8p9yqbfk,validation,normal,0,-5.170808947579031
broach_dataset,one_class_svm_image_features,2yjbsjgy,validation,normal,0,0.9194908723221573
broach_dataset,one_class_svm_image_features,f9awrzvz,validation,normal,0,-1.329183062917009
broach_dataset,one_class_svm_image_features,j4eaisdk,validation,normal,0,-1.866200853384262
broach_dataset,one_class_svm_image_features,8igdjqc1,validation,normal,0,14.039071369750474
broach_dataset,one_class_svm_image_features,aqdmfztg,validation,normal,0,-1.300041067631641
broach_dataset,one_class_svm_image_features,bcbe98sa,validation,normal,0,-3.1261646906422076
broach_dataset,one_class_svm_image_features,pnc5kpj3,validation,normal,0,-3.19372611269805
broach_dataset,one_class_svm_image_features,7wab7grw,validation,normal,0,13.89855943649368
broach_dataset,one_class_svm_image_features,at6askj9,validation,normal,0,0.3645382331899807
broach_dataset,one_class_svm_image_features,nc304nwf,validation,normal,0,-3.6368549241458563
broach_dataset,one_class_svm_image_features,8z4zjesj,validation,normal,0,1.1430236099965256
broach_dataset,one_class_svm_image_features,v0l5x4zf,validation,normal,0,-3.0472164474747476
broach_dataset,one_class_svm_image_features,s48nkyii,validation,normal,0,-3.294209718131251
broach_dataset,one_class_svm_image_features,f2oj58ub,validation,normal,0,-4.419526021639987
broach_dataset,one_class_svm_image_features,rz5m4iy6,validation,normal,0,-2.7663314405550725
broach_dataset,one_class_svm_image_features,4l3nydvo,validation,normal,0,-1.5050378517582903
broach_dataset,one_class_svm_image_features,stk1rrz0,validation,normal,0,-3.4874958485693366
broach_dataset,one_class_svm_image_features,2mngtmf4,validation,normal,0,-4.819202970080239
broach_dataset,one_class_svm_image_features,zqarugxf,validation,normal,0,15.150092479052388
broach_dataset,one_class_svm_image_features,prldq26c,validation,normal,0,-4.950810605607961
broach_dataset,one_class_svm_image_features,9w1r93c9,validation,normal,0,-0.5369261932865772
broach_dataset,one_class_svm_image_features,6u19tnco,validation,normal,0,-1.9768107714067273
broach_dataset,one_class_svm_image_features,n65hiu8i,validation,normal,0,-3.4256494630057883
broach_dataset,one_class_svm_image_features,d2d2rmg4,validation,normal,0,-3.671075734785239
broach_dataset,one_class_svm_image_features,o4f6t8rb,validation,normal,0,2.955393112607597
broach_dataset,one_class_svm_image_features,0h8kw3fm,validation,normal,0,-2.302161285014785
broach_dataset,one_class_svm_image_features,ef7y0ip6,validation,anomaly,1,15.58767498825695
broach_dataset,one_class_svm_image_features,al0usoao,validation,normal,0,-3.6181836902716515
broach_dataset,one_class_svm_image_features,07hpnpk2,validation,normal,0,-4.379297269332648
broach_dataset,one_class_svm_image_features,1aj05fg2,validation,normal,0,-3.624898582768152
broach_dataset,one_class_svm_image_features,z9szs6qv,validation,normal,0,-4.828519424427155
broach_dataset,one_class_svm_image_features,vtk2l787,validation,normal,0,-2.2959579744465497
broach_dataset,one_class_svm_image_features,34h2znit,validation,normal,0,-2.6651728770307965
broach_dataset,one_class_svm_image_features,jjv8lrzs,validation,normal,0,-0.31815427569632604
broach_dataset,one_class_svm_image_features,erfxiokp,validation,normal,0,-4.29260813612513
broach_dataset,one_class_svm_image_features,pztjg16e,validation,normal,0,-2.961478891115439
broach_dataset,one_class_svm_image_features,fwps64hm,validation,normal,0,-2.467747235074805
broach_dataset,one_class_svm_image_features,g9br89hc,validation,normal,0,14.409967414605214
broach_dataset,one_class_svm_image_features,ui8sfq5e,validation,normal,0,-2.3365088475602267
broach_dataset,one_class_svm_image_features,rnwjhs1f,validation,normal,0,-2.9589572253064826
broach_dataset,one_class_svm_image_features,tjqmuz16,validation,normal,0,-3.055303198846053
broach_dataset,one_class_svm_image_features,uhylvyuw,validation,normal,0,-1.0827293064386208
broach_dataset,one_class_svm_image_features,1epxu7b6,validation,normal,0,-1.4731609128450405
broach_dataset,one_class_svm_image_features,xvz9qlkf,validation,normal,0,-2.5407422068510375
broach_dataset,one_class_svm_image_features,9vam07sf,validation,normal,0,-3.957100537767767
broach_dataset,one_class_svm_image_features,2uoxojgq,validation,normal,0,14.228728037259627
broach_dataset,one_class_svm_image_features,4cp5gt0b,validation,normal,0,-4.040050343381585
broach_dataset,one_class_svm_image_features,fxhkc856,validation,normal,0,-2.1351623785595937
broach_dataset,one_class_svm_image_features,2dfxfswj,validation,normal,0,-3.2393906911778334
broach_dataset,one_class_svm_image_features,d61vaawt,validation,normal,0,2.9909717798709554
broach_dataset,one_class_svm_image_features,6jqdzk5a,validation,normal,0,-2.8532096009458012
broach_dataset,one_class_svm_image_features,00sx12i2,validation,anomaly,1,15.41324795858338
broach_dataset,one_class_svm_image_features,0a690q5n,validation,normal,0,-2.1968028633722323
broach_dataset,one_class_svm_image_features,b62hvia3,validation,normal,0,-0.27406930501720694
broach_dataset,one_class_svm_image_features,fx89xpe9,validation,normal,0,-3.2244035998756377
broach_dataset,one_class_svm_image_features,55j2o7s3,validation,normal,0,-2.431070536365988
broach_dataset,one_class_svm_image_features,f55qejca,validation,normal,0,-2.3167234075956866
broach_dataset,one_class_svm_image_features,dc1de4b7,validation,normal,0,-3.9273273640912922
broach_dataset,one_class_svm_image_features,6h1ob4z2,validation,normal,0,0.17042867516909865
broach_dataset,one_class_svm_image_features,f9484qij,validation,normal,0,-1.8472800617922456
broach_dataset,one_class_svm_image_features,ki7gx4rf,validation,normal,0,-3.567485868750966
broach_dataset,one_class_svm_image_features,z0629cky,validation,normal,0,-1.0906818999282404
broach_dataset,one_class_svm_image_features,ybo1y97j,validation,normal,0,-0.6483090848736932
broach_dataset,one_class_svm_image_features,sfc1k7h8,validation,normal,0,-3.495603773945229
broach_dataset,one_class_svm_image_features,1uy9kftq,validation,normal,0,-3.964834317652068
broach_dataset,one_class_svm_image_features,mhyxdljw,validation,normal,0,-2.500371091581057
broach_dataset,one_class_svm_image_features,qi0xej01,validation,normal,0,-1.976520331194708
broach_dataset,one_class_svm_image_features,wgnotc87,validation,normal,0,-1.9187965451283926
broach_dataset,one_class_svm_image_features,znukqoyu,validation,normal,0,-0.9767873702291237
broach_dataset,one_class_svm_image_features,kvv411qi,validation,normal,0,-3.3049544836933205
broach_dataset,one_class_svm_image_features,yxis81hb,validation,normal,0,9.389103042987108
broach_dataset,one_class_svm_image_features,wo260lgo,validation,normal,0,-1.2380625192111143
broach_dataset,one_class_svm_image_features,p98p4aa3,validation,normal,0,-3.0354829602788254
broach_dataset,one_class_svm_image_features,5n9c70pa,validation,normal,0,-2.5293254791123605
broach_dataset,one_class_svm_image_features,y23f2tct,validation,normal,0,-2.135905722841107
broach_dataset,one_class_svm_image_features,itp2xe1h,validation,normal,0,1.31218160544514
broach_dataset,one_class_svm_image_features,jvjp7klh,validation,normal,0,-3.002327230881031
broach_dataset,one_class_svm_image_features,ux5elf2p,validation,normal,0,2.4238995295261194
