dataset,method,score,sample_id,source_run,source_split,cv_seed,cv_fold,split,label,target,score_value
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0015,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,-0.21605505100229938
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0016,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,-0.2710409073236806
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0017,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,-0.2247925889075595
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0018,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,-0.19537014663743202
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0019,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,-0.24333070210988184
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0020,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,-0.19145836261294225
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0021,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,-0.20747359290224887
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0022,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,validation,42,0,cv_evaluation,no_chatter,0,-0.17994574157288779
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0023,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,-0.3023451378759223
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0000,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.07288689236767643
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0001,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.07370639827413994
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0002,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.1404376911458627
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0003,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,-0.14740311544903162
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0004,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,-0.24096832951791658
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0005,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.2691126837783149
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0006,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.27774387950764345
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0007,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.3122294225995279
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0008,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,-0.29078810252989595
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0009,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.329675876213005
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0010,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.3728835951247629
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0011,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.3254149454288706
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0012,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,-0.026035101292059215
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0013,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,0.11922017124291173
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0014,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.18262837892116268
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0015,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.5018843069707561
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0016,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.08204480949480497
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0017,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,-0.07092612464224102
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0018,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.03572709396758178
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0019,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.06489615786089198
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0020,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.1533496317057168
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0021,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,-0.2718221604355142
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0022,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,-0.26705550597438066
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0023,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,-0.21586307672402594
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0000,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,validation,42,0,cv_evaluation,no_chatter,0,-0.030129208588021594
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0001,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.12545575887099236
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0002,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.32284084073234487
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0003,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.3877818777911701
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0004,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.34051790754726885
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0005,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,validation,42,0,cv_evaluation,no_chatter,0,-0.3738951854829604
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0006,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.4414858424288106
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0007,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.3572859819447287
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0000,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,train,42,0,cv_evaluation,no_chatter,0,-0.08376294084871305
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0001,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,train,42,0,cv_evaluation,no_chatter,0,-0.16848648312301062
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0002,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,test,42,0,cv_evaluation,no_chatter,0,-0.2844761425052782
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0003,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,train,42,0,cv_evaluation,no_chatter,0,-0.41894759711842355
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0004,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,train,42,0,cv_evaluation,no_chatter,0,-0.26368513412941463
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0005,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,test,42,0,cv_evaluation,no_chatter,0,0.2646502989946169
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0006,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,validation,42,0,cv_evaluation,chatter,1,0.2653074989381412
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0007,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,validation,42,0,cv_evaluation,chatter,1,1.005508608632718
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0000,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.08158231725377707
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0001,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0002,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0003,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0004,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0005,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0006,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0007,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0008,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0009,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0010,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0011,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0012,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0013,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,test,42,0,cv_evaluation,chatter,1,1.6426633607604193
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0014,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,train,42,0,cv_evaluation,no_chatter,0,1.6171151112778348
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0015,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.0791035877307602
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0016,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.0781518556705103
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0017,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.07748884724801441
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0018,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.09895726219796908
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0019,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.09597236563196399
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0020,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.09529166854795412
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0021,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.09615040561622679
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0022,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.09420768794374101
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_rpm770_doc0p010_window_0023,2inchStickout/F_08-Jun-2017_rpm770_doc0p010,train,42,0,cv_evaluation,no_chatter,0,-0.09326850664645536
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0000,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,train,42,0,cv_evaluation,no_chatter,0,-0.051458965721681516
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0001,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,test,42,0,cv_evaluation,no_chatter,0,0.026074293816042537
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0002,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,train,42,0,cv_evaluation,no_chatter,0,0.241769037568337
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0003,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,train,42,0,cv_evaluation,no_chatter,0,-0.16224100964874166
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0004,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,train,42,0,cv_evaluation,no_chatter,0,-0.19704934790137485
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0005,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,train,42,0,cv_evaluation,no_chatter,0,-0.2441587246409238
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0006,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,train,42,0,cv_evaluation,no_chatter,0,-0.2763876057971937
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0007,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,test,42,0,cv_evaluation,no_chatter,0,-0.24322805688715965
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0008,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,train,42,0,cv_evaluation,no_chatter,0,-0.316978423802476
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0009,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,train,42,0,cv_evaluation,no_chatter,0,-0.2406274588310151
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0010,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,test,42,0,cv_evaluation,no_chatter,0,-0.3037117482848737
turning,one_class_svm_image_features,anomaly_score,2inchStickout_F_08-Jun-2017_smoothingCut2_noChatter_window_0011,2inchStickout/F_08-Jun-2017_smoothingCut2_noChatter,train,42,0,cv_evaluation,no_chatter,0,-0.39097638671252954
turning,one_class_svm_image_features,anomaly_score,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p008_window_0000,2p5inchStickout/F_12-Jun-2017_rpm570_doc0p008,train,42,0,cv_evaluation,no_chatter,0,-0.1527438402367325
turning,one_class_svm_image_features,anomaly_score,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p008_window_0001,2p5inchStickout/F_12-Jun-2017_rpm570_doc0p008,train,42,0,cv_evaluation,no_chatter,0,-0.40429876842984114
turning,one_class_svm_image_features,anomaly_score,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p008_window_0002,2p5inchStickout/F_12-Jun-2017_rpm570_doc0p008,train,42,0,cv_evaluation,no_chatter,0,-0.3890525220474268
turning,one_class_svm_image_features,anomaly_score,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p008_window_0003,2p5inchStickout/F_12-Jun-2017_rpm570_doc0p008,train,42,0,cv_evaluation,no_chatter,0,-0.44380537691688215
turning,one_class_svm_image_features,anomaly_score,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p008_window_0004,2p5inchStickout/F_12-Jun-2017_rpm570_doc0p008,train,42,0,cv_evaluation,no_chatter,0,-0.44563295514861
turning,one_class_svm_image_features,anomaly_score,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p008_window_0005,2p5inchStickout/F_12-Jun-2017_rpm570_doc0p008,train,42,0,cv_evaluation,no_chatter,0,-0.41330643140109324
turning,one_class_svm_image_features,anomaly_score,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p008_window_0006,2p5inchStickout/F_12-Jun-2017_rpm570_doc0p008,train,42,0,cv_evaluation,no_chatter,0,-0.41840995175193796
turning,one_class_svm_image_features,anomaly_score,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p008_window_0007,2p5inchStickout/F_12-Jun-2017_rpm570_doc0p008,train,42,0,cv_evaluation,no_chatter,0,-0.38912411151152493
turning,one_class_svm_image_features,anomaly_score,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p008_window_0008,2p5inchStickout/F_12-Jun-2017_rpm570_doc0p008,train,42,0,cv_evaluation,no_chatter,0,-0.34878344259943916
turning,one_class_svm_image_features,anomaly_score,2p5inchStickout_F_12-Jun-2017_rpm570_doc0p008_window_0009,2p5inchStickout/F_12-Jun-2017_rpm570_doc0p008,validation,42,0,cv_evaluation,no_chatter,0,-0.510560416974027
turning,one_class_svm_image_features,anomaly_score,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0000,4p5inchStickout/F_12-Jun-2017_rpm570_doc0p035,validation,42,0,cv_evaluation,no_chatter,0,-0.0920836463958139
turning,one_class_svm_image_features,anomaly_score,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0001,4p5inchStickout/F_12-Jun-2017_rpm570_doc0p035,validation,42,0,cv_evaluation,no_chatter,0,-0.07928805510098624
turning,one_class_svm_image_features,anomaly_score,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0002,4p5inchStickout/F_12-Jun-2017_rpm570_doc0p035,train,42,0,cv_evaluation,no_chatter,0,-0.03372728485146115
turning,one_class_svm_image_features,anomaly_score,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0003,4p5inchStickout/F_12-Jun-2017_rpm570_doc0p035,train,42,0,cv_evaluation,no_chatter,0,-0.16913780444797544
turning,one_class_svm_image_features,anomaly_score,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0004,4p5inchStickout/F_12-Jun-2017_rpm570_doc0p035,train,42,0,cv_evaluation,no_chatter,0,-0.15835172515827378
turning,one_class_svm_image_features,anomaly_score,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0005,4p5inchStickout/F_12-Jun-2017_rpm570_doc0p035,train,42,0,cv_evaluation,no_chatter,0,-0.11587016672919481
turning,one_class_svm_image_features,anomaly_score,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0006,4p5inchStickout/F_12-Jun-2017_rpm570_doc0p035,train,42,0,cv_evaluation,no_chatter,0,-0.13076669342481373
turning,one_class_svm_image_features,anomaly_score,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0007,4p5inchStickout/F_12-Jun-2017_rpm570_doc0p035,train,42,0,cv_evaluation,no_chatter,0,-0.11135677512938824
turning,one_class_svm_image_features,anomaly_score,4p5inchStickout_F_12-Jun-2017_rpm570_doc0p035_window_0008,4p5inchStickout/F_12-Jun-2017_rpm570_doc0p035,train,42,0,cv_evaluation,no_chatter,0,-0.07630652412158212
